neighbourhood_group,neighbourhood,room_type,price,availability_365
Brooklyn,Fort Hamilton,Private room,55,0
Brooklyn,Flatbush,Entire home_apt,120,0
Manhattan,Greenwich Village,Entire home_apt,165,0
Brooklyn,Crown Heights,Entire home_apt,150,0
Queens,Elmhurst,Private room,58,257
Brooklyn,Williamsburg,Entire home_apt,150,160
Brooklyn,Park Slope,Private room,60,6
Brooklyn,Williamsburg,Entire home_apt,250,0
Manhattan,Upper West Side,Entire home_apt,315,7
Manhattan,Morningside Heights,Private room,75,0
Brooklyn,Williamsburg,Entire home_apt,125,11
Queens,Springfield Gardens,Private room,80,26
Staten Island,Arrochar,Private room,32,315
Brooklyn,Kensington,Entire home_apt,32,0
Manhattan,Harlem,Private room,80,39
Manhattan,Harlem,Private room,69,28
Manhattan,Nolita,Entire home_apt,200,1
Manhattan,Upper West Side,Entire home_apt,350,80
Manhattan,Upper West Side,Private room,150,63
Brooklyn,Crown Heights,Private room,50,174
Brooklyn,Crown Heights,Private room,48,0
Brooklyn,Bedford-Stuyvesant,Private room,49,0
Manhattan,Murray Hill,Shared room,150,14
Manhattan,Hell's Kitchen,Entire home_apt,230,120
Brooklyn,Williamsburg,Private room,90,117
Manhattan,East Village,Private room,75,27
Brooklyn,Cypress Hills,Private room,89,74
Queens,Ozone Park,Entire home_apt,150,51
Brooklyn,Fort Greene,Entire home_apt,200,0
Queens,Ditmars Steinway,Private room,65,60
Brooklyn,Crown Heights,Private room,94,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,95,0
Brooklyn,Bushwick,Entire home_apt,159,352
Brooklyn,Bedford-Stuyvesant,Entire home_apt,150,0
Brooklyn,Bushwick,Entire home_apt,159,357
Manhattan,Washington Heights,Private room,80,0
Manhattan,Little Italy,Entire home_apt,190,61
Manhattan,East Harlem,Private room,70,0
Brooklyn,Cobble Hill,Private room,59,0
Manhattan,Little Italy,Entire home_apt,190,328
Brooklyn,Bedford-Stuyvesant,Entire home_apt,200,0
Queens,Astoria,Private room,69,349
Brooklyn,Williamsburg,Private room,70,0
Manhattan,Greenwich Village,Entire home_apt,170,0
Manhattan,Hell's Kitchen,Entire home_apt,133,4
Brooklyn,Williamsburg,Private room,60,0
Brooklyn,Bedford-Stuyvesant,Private room,50,4
Queens,Richmond Hill,Entire home_apt,90,283
Brooklyn,Park Slope,Entire home_apt,235,219
Manhattan,Upper East Side,Shared room,59,0
Brooklyn,Greenpoint,Entire home_apt,100,1
Brooklyn,Bushwick,Private room,51,175
Queens,Flushing,Private room,65,364
Brooklyn,Williamsburg,Private room,95,0
Queens,Ozone Park,Private room,50,363
Manhattan,Hell's Kitchen,Shared room,68,0
Brooklyn,Sunset Park,Private room,35,0
Manhattan,Inwood,Entire home_apt,110,19
Brooklyn,Williamsburg,Private room,70,0
Brooklyn,Flatbush,Private room,65,310
Manhattan,Upper West Side,Entire home_apt,145,110
Manhattan,Hell's Kitchen,Private room,125,95
Brooklyn,Park Slope,Entire home_apt,250,2
Manhattan,Kips Bay,Entire home_apt,275,66
Brooklyn,Bedford-Stuyvesant,Private room,31,0
Manhattan,Hell's Kitchen,Private room,125,74
Queens,Astoria,Private room,55,0
Brooklyn,Bedford-Stuyvesant,Private room,32,0
Brooklyn,Park Slope,Private room,65,0
Brooklyn,Prospect Heights,Private room,75,66
Queens,East Elmhurst,Private room,65,336
Brooklyn,Canarsie,Entire home_apt,84,224
Manhattan,East Harlem,Private room,90,0
Brooklyn,South Slope,Entire home_apt,150,0
Manhattan,East Harlem,Entire home_apt,185,65
Brooklyn,Bedford-Stuyvesant,Private room,47,0
Manhattan,East Harlem,Private room,85,0
Queens,Astoria,Private room,60,0
Manhattan,Upper East Side,Entire home_apt,200,325
Manhattan,Upper East Side,Entire home_apt,160,324
Brooklyn,Bedford-Stuyvesant,Private room,50,10
Brooklyn,Williamsburg,Entire home_apt,107,9
Manhattan,East Village,Shared room,120,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,150,48
Brooklyn,Williamsburg,Private room,65,249
Brooklyn,Gowanus,Private room,40,0
Brooklyn,Bushwick,Private room,52,0
Brooklyn,Williamsburg,Entire home_apt,358,182
Brooklyn,Williamsburg,Entire home_apt,219,257
Manhattan,East Harlem,Private room,130,8
Manhattan,East Village,Entire home_apt,157,0
Manhattan,Financial District,Private room,100,0
Queens,Flushing,Private room,48,39
Queens,East Elmhurst,Private room,60,351
Brooklyn,Williamsburg,Entire home_apt,100,233
Brooklyn,Bushwick,Private room,45,0
Brooklyn,Cypress Hills,Private room,48,235
Manhattan,Murray Hill,Entire home_apt,375,0
Brooklyn,Williamsburg,Private room,125,2
Manhattan,Upper West Side,Entire home_apt,118,0
Manhattan,Upper West Side,Entire home_apt,116,0
Manhattan,Harlem,Private room,55,95
Queens,Flushing,Private room,55,78
Queens,Flushing,Private room,85,85
Queens,Ditmars Steinway,Private room,47,0
Manhattan,East Village,Private room,80,97
Queens,Richmond Hill,Entire home_apt,40,44
Brooklyn,Williamsburg,Entire home_apt,102,0
Bronx,Edenwald,Entire home_apt,75,148
Brooklyn,Williamsburg,Private room,69,0
Manhattan,Harlem,Private room,59,0
Manhattan,Midtown,Private room,489,311
Brooklyn,Gowanus,Private room,70,29
Manhattan,East Village,Private room,90,0
Manhattan,Washington Heights,Private room,35,2
Manhattan,Harlem,Private room,50,0
Brooklyn,Prospect Heights,Entire home_apt,100,0
Manhattan,Harlem,Entire home_apt,80,47
Brooklyn,Crown Heights,Private room,120,0
Brooklyn,Bushwick,Private room,75,0
Brooklyn,Bedford-Stuyvesant,Private room,48,243
Queens,Astoria,Private room,40,343
Manhattan,Midtown,Entire home_apt,379,238
Bronx,Parkchester,Private room,50,283
Manhattan,Midtown,Entire home_apt,210,340
Brooklyn,Bushwick,Private room,120,0
Brooklyn,Prospect Heights,Private room,62,63
Brooklyn,Bedford-Stuyvesant,Private room,45,0
Bronx,Mott Haven,Private room,54,0
Queens,Ozone Park,Private room,75,83
Brooklyn,Crown Heights,Entire home_apt,66,44
Brooklyn,Bushwick,Private room,44,0
Brooklyn,Bushwick,Private room,65,52
Brooklyn,Bedford-Stuyvesant,Private room,70,189
Manhattan,NoHo,Entire home_apt,249,0
Queens,Jamaica,Entire home_apt,128,164
Brooklyn,Crown Heights,Entire home_apt,128,0
Brooklyn,Bedford-Stuyvesant,Private room,50,0
Manhattan,East Harlem,Entire home_apt,150,0
Brooklyn,Williamsburg,Private room,75,0
Brooklyn,Bushwick,Private room,60,0
Manhattan,East Village,Private room,80,0
Queens,Woodside,Private room,40,332
Manhattan,Harlem,Private room,60,0
Queens,Sunnyside,Entire home_apt,125,0
Manhattan,Kips Bay,Private room,75,0
Staten Island,Tompkinsville,Private room,30,176
Manhattan,Upper West Side,Entire home_apt,199,12
Brooklyn,Bay Ridge,Private room,100,179
Manhattan,East Village,Entire home_apt,385,89
Manhattan,Inwood,Private room,47,0
Brooklyn,Crown Heights,Entire home_apt,70,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,265,309
Manhattan,Upper West Side,Shared room,60,88
Manhattan,Lower East Side,Shared room,33,308
Manhattan,Lower East Side,Shared room,29,341
Manhattan,Upper West Side,Shared room,60,81
Manhattan,Lower East Side,Shared room,33,201
Brooklyn,Williamsburg,Entire home_apt,219,0
Manhattan,Harlem,Private room,80,65
Queens,Astoria,Entire home_apt,150,0
Manhattan,Lower East Side,Private room,80,0
Queens,Jackson Heights,Private room,60,30
Brooklyn,East New York,Private room,55,364
Brooklyn,Bedford-Stuyvesant,Entire home_apt,100,0
Brooklyn,Williamsburg,Entire home_apt,125,0
Brooklyn,Bushwick,Private room,72,0
Brooklyn,Bedford-Stuyvesant,Private room,64,94
Brooklyn,Windsor Terrace,Entire home_apt,149,1
Queens,Flushing,Entire home_apt,99,5
Manhattan,Harlem,Entire home_apt,225,133
Manhattan,Harlem,Entire home_apt,265,147
Manhattan,Hell's Kitchen,Entire home_apt,200,140
Manhattan,Morningside Heights,Entire home_apt,80,0
Manhattan,Harlem,Entire home_apt,111,8
Brooklyn,Williamsburg,Entire home_apt,150,0
Manhattan,Washington Heights,Private room,55,13
Brooklyn,Bushwick,Private room,85,0
Manhattan,Lower East Side,Entire home_apt,400,91
Brooklyn,Bushwick,Private room,60,8
Brooklyn,Dyker Heights,Entire home_apt,90,287
Brooklyn,Flatbush,Private room,70,0
Brooklyn,Williamsburg,Entire home_apt,220,0
Brooklyn,Bushwick,Entire home_apt,120,240
Manhattan,Upper East Side,Private room,64,0
Brooklyn,Bushwick,Private room,40,0
Brooklyn,Canarsie,Private room,70,67
Manhattan,SoHo,Private room,169,69
Manhattan,Washington Heights,Private room,75,230
Manhattan,Washington Heights,Entire home_apt,139,125
Brooklyn,Williamsburg,Entire home_apt,300,0
Brooklyn,Greenpoint,Shared room,38,346
Brooklyn,Gowanus,Private room,40,0
Queens,Elmhurst,Private room,58,288
Brooklyn,Williamsburg,Private room,43,0
Brooklyn,Bedford-Stuyvesant,Private room,60,0
Brooklyn,Bushwick,Private room,32,90
Queens,Ditmars Steinway,Private room,55,55
Brooklyn,Vinegar Hill,Private room,100,96
Brooklyn,Williamsburg,Entire home_apt,99,0
Manhattan,Harlem,Private room,50,0
Queens,Astoria,Private room,47,90
Queens,Rosedale,Private room,67,90
Queens,East Elmhurst,Private room,55,352
Brooklyn,Clinton Hill,Entire home_apt,125,172
Manhattan,Upper East Side,Entire home_apt,190,9
Brooklyn,Williamsburg,Private room,50,0
Brooklyn,Bedford-Stuyvesant,Private room,80,65
Manhattan,Upper East Side,Entire home_apt,150,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,99,0
Brooklyn,Bushwick,Entire home_apt,500,0
Manhattan,Upper West Side,Entire home_apt,225,177
Brooklyn,Crown Heights,Private room,41,0
Manhattan,Hell's Kitchen,Entire home_apt,140,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,85,0
Manhattan,Hell's Kitchen,Private room,105,68
Brooklyn,Brownsville,Entire home_apt,115,0
Brooklyn,Crown Heights,Private room,31,0
Brooklyn,Fort Greene,Entire home_apt,120,58
Manhattan,Upper East Side,Private room,100,0
Manhattan,Midtown,Entire home_apt,250,22
Brooklyn,Bushwick,Shared room,28,281
Brooklyn,Greenpoint,Private room,150,0
Brooklyn,Bushwick,Shared room,30,365
Brooklyn,Bushwick,Shared room,30,325
Queens,Forest Hills,Shared room,60,125
Manhattan,Harlem,Entire home_apt,75,3
Brooklyn,Fort Greene,Entire home_apt,150,0
Brooklyn,Williamsburg,Private room,50,0
Brooklyn,Bedford-Stuyvesant,Private room,50,5
Brooklyn,Park Slope,Entire home_apt,160,0
Manhattan,Upper East Side,Entire home_apt,125,0
Manhattan,Chelsea,Entire home_apt,239,364
Manhattan,Chinatown,Entire home_apt,250,188
Brooklyn,Bedford-Stuyvesant,Entire home_apt,110,309
Brooklyn,Williamsburg,Private room,95,59
Manhattan,SoHo,Entire home_apt,1000,364
Brooklyn,Cobble Hill,Entire home_apt,160,14
Brooklyn,East Flatbush,Private room,118,45
Brooklyn,Bushwick,Private room,70,17
Brooklyn,Williamsburg,Entire home_apt,125,0
Brooklyn,Bay Ridge,Private room,55,0
Brooklyn,Columbia St,Entire home_apt,130,106
Manhattan,Financial District,Private room,80,339
Manhattan,Hell's Kitchen,Entire home_apt,248,0
Brooklyn,Bushwick,Private room,48,6
Brooklyn,Brooklyn Heights,Entire home_apt,150,65
Brooklyn,Williamsburg,Entire home_apt,175,0
Brooklyn,Williamsburg,Private room,67,127
Brooklyn,Bay Ridge,Private room,80,363
Queens,Richmond Hill,Private room,45,363
Manhattan,East Village,Entire home_apt,180,10
Brooklyn,Crown Heights,Private room,31,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,98,0
Brooklyn,Brownsville,Private room,40,0
Brooklyn,Williamsburg,Entire home_apt,100,0
Manhattan,Murray Hill,Entire home_apt,200,0
Brooklyn,DUMBO,Entire home_apt,125,0
Brooklyn,Downtown Brooklyn,Entire home_apt,90,0
Queens,Sunnyside,Entire home_apt,82,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,100,0
Manhattan,Chelsea,Entire home_apt,485,1
Queens,Astoria,Private room,43,340
Manhattan,Kips Bay,Entire home_apt,175,3
Manhattan,Harlem,Entire home_apt,200,0
Manhattan,East Harlem,Entire home_apt,108,20
Brooklyn,Bedford-Stuyvesant,Entire home_apt,80,0
Brooklyn,Williamsburg,Private room,100,125
Manhattan,East Harlem,Entire home_apt,89,0
Brooklyn,Brownsville,Entire home_apt,95,19
Brooklyn,Greenpoint,Entire home_apt,95,0
Brooklyn,Crown Heights,Private room,46,81
Brooklyn,Williamsburg,Entire home_apt,200,15
Brooklyn,Williamsburg,Private room,148,0
Brooklyn,Brooklyn Heights,Private room,120,0
Manhattan,Chelsea,Private room,120,0
Manhattan,Greenwich Village,Private room,130,0
Manhattan,Hell's Kitchen,Entire home_apt,225,0
Manhattan,Harlem,Entire home_apt,125,166
Manhattan,Upper West Side,Private room,80,0
Brooklyn,Williamsburg,Private room,90,0
Brooklyn,Greenpoint,Entire home_apt,55,0
Manhattan,East Village,Entire home_apt,500,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,175,0
Brooklyn,Williamsburg,Private room,75,0
Brooklyn,Williamsburg,Private room,80,17
Manhattan,Tribeca,Entire home_apt,320,93
Brooklyn,Sunset Park,Entire home_apt,300,0
Brooklyn,Bensonhurst,Private room,78,30
Manhattan,Morningside Heights,Entire home_apt,100,0
Brooklyn,Park Slope,Entire home_apt,213,0
Manhattan,East Village,Private room,141,0
Queens,Astoria,Entire home_apt,100,0
Brooklyn,Crown Heights,Entire home_apt,175,357
Manhattan,East Village,Entire home_apt,225,0
Brooklyn,Greenpoint,Entire home_apt,87,0
Brooklyn,Crown Heights,Private room,36,0
Manhattan,Harlem,Entire home_apt,78,0
Manhattan,West Village,Entire home_apt,199,3
Queens,Sunnyside,Private room,50,0
Brooklyn,Flatbush,Entire home_apt,125,0
Brooklyn,Bedford-Stuyvesant,Private room,100,23
Brooklyn,East New York,Private room,37,90
Queens,Flushing,Private room,78,82
Manhattan,Harlem,Private room,98,117
Brooklyn,Williamsburg,Private room,120,0
Brooklyn,Bedford-Stuyvesant,Private room,250,0
Brooklyn,Greenpoint,Private room,70,43
Brooklyn,Clinton Hill,Private room,188,83
Brooklyn,Bushwick,Private room,75,0
Brooklyn,Williamsburg,Private room,60,0
Manhattan,East Harlem,Private room,63,0
Manhattan,Harlem,Private room,125,0
Manhattan,Hell's Kitchen,Entire home_apt,175,147
Manhattan,Hell's Kitchen,Entire home_apt,2200,217
Brooklyn,Williamsburg,Private room,95,28
Manhattan,Upper West Side,Private room,135,70
Manhattan,Upper West Side,Private room,126,45
Queens,Sunnyside,Private room,70,306
Manhattan,East Village,Private room,150,0
Brooklyn,Williamsburg,Entire home_apt,150,13
Manhattan,Upper West Side,Entire home_apt,395,0
Manhattan,Upper East Side,Entire home_apt,165,0
Brooklyn,Williamsburg,Private room,69,0
Manhattan,Harlem,Entire home_apt,850,178
Manhattan,Harlem,Private room,47,49
Brooklyn,Greenpoint,Entire home_apt,200,101
Manhattan,East Harlem,Private room,75,0
Brooklyn,Borough Park,Entire home_apt,58,0
Brooklyn,Crown Heights,Entire home_apt,90,45
Manhattan,Harlem,Private room,47,49
Brooklyn,Flatbush,Entire home_apt,95,167
Brooklyn,Park Slope,Entire home_apt,180,0
Brooklyn,Crown Heights,Private room,54,0
Manhattan,Chelsea,Entire home_apt,400,0
Manhattan,Upper West Side,Entire home_apt,175,176
Manhattan,Upper East Side,Entire home_apt,138,0
Manhattan,Harlem,Entire home_apt,110,0
Queens,Flushing,Entire home_apt,245,40
Queens,Flushing,Entire home_apt,95,214
Brooklyn,Williamsburg,Entire home_apt,125,83
Brooklyn,Prospect Heights,Private room,45,0
Brooklyn,Williamsburg,Private room,100,107
Manhattan,Financial District,Entire home_apt,195,0
Manhattan,Harlem,Entire home_apt,101,0
Queens,Astoria,Private room,49,0
Bronx,Kingsbridge,Private room,70,0
Manhattan,Chelsea,Entire home_apt,185,0
Brooklyn,Bushwick,Private room,100,170
Brooklyn,Flatbush,Entire home_apt,100,7
Brooklyn,Williamsburg,Entire home_apt,249,17
Manhattan,East Village,Entire home_apt,99,0
Brooklyn,Greenpoint,Private room,60,85
Brooklyn,Crown Heights,Entire home_apt,459,87
Brooklyn,East Flatbush,Private room,70,264
Brooklyn,Crown Heights,Private room,60,85
Manhattan,Tribeca,Entire home_apt,497,0
Brooklyn,Williamsburg,Private room,130,0
Brooklyn,Crown Heights,Entire home_apt,59,49
Brooklyn,Williamsburg,Private room,60,42
Manhattan,Tribeca,Entire home_apt,350,181
Brooklyn,Williamsburg,Private room,75,0
Brooklyn,Clinton Hill,Entire home_apt,160,15
Manhattan,Upper West Side,Entire home_apt,550,7
Brooklyn,Williamsburg,Private room,60,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,100,140
Brooklyn,Williamsburg,Private room,100,85
Manhattan,East Village,Entire home_apt,250,0
Brooklyn,Park Slope,Entire home_apt,105,0
Queens,Astoria,Entire home_apt,70,0
Brooklyn,Greenpoint,Entire home_apt,105,3
Brooklyn,Fort Greene,Private room,75,0
Brooklyn,Bushwick,Private room,75,25
Queens,East Elmhurst,Private room,52,325
Brooklyn,Windsor Terrace,Private room,42,248
Brooklyn,Bushwick,Private room,55,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,120,189
Manhattan,Hell's Kitchen,Private room,175,133
Brooklyn,Bedford-Stuyvesant,Entire home_apt,80,229
Brooklyn,Williamsburg,Entire home_apt,220,349
Brooklyn,Williamsburg,Private room,101,0
Manhattan,Harlem,Private room,50,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,73,43
Brooklyn,Williamsburg,Entire home_apt,275,5
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,110,6
Manhattan,Lower East Side,Entire home_apt,125,28
Manhattan,East Harlem,Private room,75,0
Brooklyn,Williamsburg,Entire home_apt,130,0
Manhattan,Lower East Side,Private room,69,0
Brooklyn,Bushwick,Private room,25,0
Manhattan,Hell's Kitchen,Entire home_apt,185,252
Brooklyn,Williamsburg,Private room,60,23
Manhattan,Harlem,Entire home_apt,125,0
Brooklyn,Fort Hamilton,Entire home_apt,150,0
Manhattan,Hell's Kitchen,Private room,175,0
Manhattan,Upper East Side,Entire home_apt,500,85
Manhattan,Harlem,Entire home_apt,130,89
Brooklyn,Kensington,Private room,67,143
Queens,Queens Village,Private room,65,349
Bronx,Wakefield,Private room,70,365
Brooklyn,Crown Heights,Entire home_apt,130,28
Brooklyn,Williamsburg,Entire home_apt,92,0
Brooklyn,Sunset Park,Private room,51,130
Brooklyn,Sunset Park,Private room,45,0
Brooklyn,Bushwick,Shared room,20,0
Brooklyn,Clinton Hill,Entire home_apt,43,0
Brooklyn,Sunset Park,Private room,55,140
Brooklyn,Williamsburg,Entire home_apt,175,138
Brooklyn,East Flatbush,Private room,45,269
Brooklyn,Bedford-Stuyvesant,Entire home_apt,70,0
Brooklyn,Williamsburg,Entire home_apt,150,0
Brooklyn,Williamsburg,Private room,65,0
Brooklyn,Williamsburg,Private room,140,156
Manhattan,Nolita,Entire home_apt,200,0
Manhattan,East Harlem,Entire home_apt,195,282
Manhattan,Little Italy,Private room,45,0
Manhattan,SoHo,Entire home_apt,225,6
Manhattan,Upper East Side,Entire home_apt,150,0
Brooklyn,Sunset Park,Private room,40,0
Brooklyn,Sunset Park,Entire home_apt,105,0
Manhattan,Upper West Side,Private room,150,0
Brooklyn,Park Slope,Entire home_apt,195,55
Brooklyn,Greenpoint,Entire home_apt,225,0
Brooklyn,Williamsburg,Private room,94,0
Manhattan,Upper East Side,Entire home_apt,220,0
Brooklyn,East New York,Private room,30,90
Manhattan,SoHo,Entire home_apt,187,4
Brooklyn,Bushwick,Private room,60,0
Brooklyn,East New York,Private room,45,90
Brooklyn,Clinton Hill,Entire home_apt,200,0
Manhattan,Upper East Side,Shared room,89,0
